clf_lex,clf_pos,clf_conc,clf_emb,clf_lex_pos,clf_lex_conc,clf_lex_emb,clf_lex_pos_conc,clf_lex_pos_emb,clf_lex_emb_conc,clf_lex_pos_emb_conc,clf_lex_tm,clf_pos_tm,clf_conc_tm,clf_emb_tm,clf_lex_pos_tm,clf_lex_emb_tm,clf_lex_conc_tm,clf_conc_emb_tm,clf_lex_pos_conc_tm,clf_lex_pos_conc_emb_tm,gold,lemmas
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['сообщение', 'сми', 'врач', 'последний', 'новомодный', 'диета', 'говорить', 'пища', 'должный', 'считать', 'привлекательный']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['служба', 'нелепый', 'звонок', 'знак-кавычки', 'буквально']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['председатель', 'фрс', 'иллюзионист', 'бен', 'бернанка', 'регулярно', 'американский', 'рынок', 'тонна', 'долларовый', 'наличность', 'пытаться', 'самый', 'создать', 'временный', 'ощущение', 'роста', 'экономика', 'знак-кавычки']"
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"['объем', 'дневной', 'порция', 'письмо', 'почтовый', 'ящик', 'пользователь', 'интернет', 'начинать', 'превышать', 'разумный', 'рамка']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['газета', 'письмо', 'откровенный', 'псих', 'правда', 'говорить', 'особенно', 'отличаться']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['час', 'день', 'начать', 'телефон', 'знак-кавычки']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['итог', 'правый', 'крайний', 'оставаться', 'обороноспособность', 'страна', 'офицер', 'обложиться', 'юридический', 'литература', 'начинать', 'суд', 'иск', 'отбывать', 'служба', 'номер']"
1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,"['радиопередатчик', 'нацелить', 'встроенный', 'мозг', 'человек', 'приемник', 'жертва', 'приказ', 'сдача', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['прохождение', 'город', 'песня', 'изумительный', 'мир', 'луис', 'армстронг', 'стиль', 'техно', 'знак-кавычки']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['данный', 'ситуация', 'жалоба', 'обращение', 'различный', 'инстанция', 'буквально']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['бедный', 'прасковья', 'ивановна', 'беспокоить', 'презренный', 'письмо', 'выразиться', 'первый', 'жалеть', 'послужить', 'невинный', 'причина', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['лиза', 'пытаться', 'вновь', 'вероломный', 'возлюбленный', 'разговор', 'душа', 'угроза', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['слово', 'обама', 'медиа', 'индустрия', 'круглосуточно', 'день', 'неделя', 'человек', 'данные', 'самый', 'различный', 'род', 'многий', 'являться', 'достоверный', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['карл', 'выбор', 'остановить', 'немой', 'находиться', 'пост', 'посол', 'бухарест', 'граф', 'венский', 'начальство', 'длинный', 'письмо', 'меморандум', 'настаивать', 'необходимость', 'приступить', 'мирный', 'переговоры', 'антанта', 'совпадать', 'намерение', 'план', 'молодой', 'монарх']"
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,"['постоянно', 'призыв', 'помощь', 'реальный', 'участие', 'нужный', 'веский', 'причина']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['потребитель', 'поднимать', 'голова', 'начинать', 'бренд']"
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['банк', 'продолжать', 'повестка', 'суд', 'предложение', 'войти', 'трудный', 'положение', 'реструктурировать', 'кредит', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['алиса', 'подписываться', 'стоить', 'повод', 'забота', 'выше', 'крыша']"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['день', 'телевизионный', 'коммерческий', 'реклама', 'рекламный', 'объявление', 'радио', 'газета', 'стенка', 'автобус', 'щит']"
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"['виновница', 'переполох', 'спешить', 'почивать', 'лавр', 'продолжать', 'рынок', 'новинка', 'автофокусный', 'зеркалка', 'предел', 'сша', 'известный', 'база', 'свежеиспеченный', 'байонет', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки']"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['время', 'панегирик', 'адрес', 'ретиф', 'бретонный', 'начало', 'данте', 'дзакканьинь', 'ученый', 'запойный', 'читатель', 'кайроу', 'штат', 'ньюйорк']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['объяснить', 'польский', 'правительство', 'заключить', 'договор', 'начать', 'ссср', 'просьба', 'вернуть', 'поляков', 'год', 'нагло', 'врать']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['мужик', 'планомерно', 'настойчиво', 'мысль', 'оружие', 'доверять', 'раб']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['касаться', 'влияние', 'пробиотик', 'здоровье', 'потребитель', 'заявление', 'польза', 'сброженный', 'продукт', 'который', 'являться', 'источник', 'живой', 'культура', 'знать', 'йогурт']"
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"['прошение', 'уважаемый', 'человек', 'космонавт', 'особенно', 'видеть', 'иллюминатор', 'летать', 'тарелка', 'писать', 'буквоедство', 'мешать', 'распространение', 'передовой', 'научный', 'идея']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['человек', 'постоянно', 'противоречивый', 'информация', 'передавать', 'разный', 'орган', 'чувство', 'счастье', 'хороший', 'примиритель', 'арбитр', 'ум', 'который', 'синтезировать', 'интегрировать', 'сглаживать', 'конфликт', 'агент', 'докладывать', 'штаб', 'различный', 'аванпост', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки']"
1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,"['последующий', 'минута', 'карл', 'подобный', 'детский', 'задача', 'буквально']"
1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"['сайт', 'откликаться', 'потребность', 'должный', 'образ', 'реагировать', 'многочисленный', 'поток', 'символически', 'насыщенный', 'сообщение', 'день', 'сознание', 'огромный', 'множество', 'человек', 'телевидение', 'радио', 'пресса', 'кино', 'видеоигр', 'другой', 'средство', 'электронный', 'культура', 'который', 'возрастать', 'роль', 'играть', 'интернет', 'учитывать', 'проблематика', 'экология', 'масса', 'медиа', 'мультимедийный', 'грамотность', 'музыкальный', 'структурирование', 'современный', 'житель', 'глобальный', 'деревня', 'знак-кавычки']"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['хабаровский', 'межрайонный', 'природоохранный', 'прокуратура', 'ростехнадзор', 'местный', 'суд', 'исковый', 'заявление', 'требование', 'обязать', 'руководство', 'водоканал', 'объяснить', 'орг', 'низация', 'ведение', 'находиться', 'канализационный', 'сеть', 'право', 'пользование', 'водный', 'объект']"
0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"['изображение', 'который', 'телевидение', 'кино', 'персональный', 'компьютер', 'наглядно', 'демонстрировать', 'мощь', 'современный', 'график']"
1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"['неделя', 'служба', 'поддержка', 'сервис', 'получить', 'один', 'ответ']"
0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,"['последний', 'год', 'находить', 'новый', 'мифический', 'долг', 'вновь', 'ультиматум']"
1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,"['начать', 'регулярно', 'предложение', 'скачать', 'новый', 'микс', 'оценить', 'проект', 'знак-кавычки', 'знак-кавычки']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['неожиданно', 'влюбиться', 'второй', 'летний', 'баронесса', 'александр', 'бистр', 'который', 'месяц', 'любовный', 'письмо', 'страница', 'день', 'описывать', 'достоинство', 'недостаток']"
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"['энтузиаст', 'отчет', 'предложение', 'минавиапр', 'ссср', 'нии', 'ввс', 'военно-воздушный', 'академия', 'имя', 'жуковский', 'кгб', 'отклик', 'находить']"
1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,"['стать', 'замкнутый', 'ученый', 'заведение', 'подробнейший', 'отчет', 'изыскание']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['ленин', 'украина', 'телеграмма', 'млн', 'пуд', 'хлеб', 'который', 'околеть', 'знак-кавычки']"
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['сначала', 'нелишний', 'предпринять', 'нежный', 'разведка', 'аккуратно', 'уточнить', 'бесценный', 'приставать', 'лишний', 'возможность', 'красавица', 'флюид', 'знак-кавычки']"
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['министр', 'здравоохранение', 'соцразвития', 'михаил', 'зурабов', 'парламент', 'демографический', 'идея']"
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,"['компания', 'больше', 'абонент', 'кампания', 'подойти', 'вопрос', 'избирательно', 'утверждать', 'г-жа', 'шмидт', 'знак-кавычки']"
1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,"['производитель', 'рынок', 'подобный', 'модель', 'буквально']"
1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,"['заказать', 'козлов', 'френкель', 'пресса', 'письмо', 'донос', 'делать', 'глаз', 'общество', 'главный', 'враг', 'знак-кавычки', 'буквально']"
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['гипотетичный', 'представить', 'повышение', 'скорость', 'количество', 'новый', 'элемент', 'старый', 'культура', 'большой', 'неизбежно', 'привести', 'разрушение', 'структура', 'выразиться', 'культурообразующий', 'энергия', 'превзойти']"
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['явно', 'потрясти', 'удаться', 'обнаружить', 'документ', 'вивер', 'начало', 'предшественник', 'должность', 'уоттс', 'электронный', 'письмо', 'сообщать', 'преждевременный', 'сверхоптимистичный', 'данные', 'запас', 'создать', 'ложный', 'представление', 'компания', 'знак-кавычки', 'знак-кавычки']"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"['исследование', 'процент-знак', 'население', 'сша', 'считать', 'постоянно', 'реклама', 'уверенный', 'оказывать', 'никакой', 'влияние', 'потребительский', 'выбор']"
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,"['напротив', 'рок-музыка', 'насильно', 'проповедь', 'взрослый', 'секс', 'извращение', 'подталкивать', 'извращенный', 'половый', 'поведение']"
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"['источник', 'бесконечный', 'факт', 'число', 'теория', 'понятие']"
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,"['фильм', 'должный', 'быстрый', 'зритель', 'дать', 'расслабиться']"
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"['один', 'брат', 'держаться', 'особняком', 'остальной', 'время', 'врач', 'устный', 'письменный', 'заявление', 'нормальный', 'должный', 'сидеть', 'психушка']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['услуга', 'рекрутмент', 'признать', 'профессиональный', 'сервис', 'брокерство', 'резюме', 'соискатель', 'который', 'клиент', 'агентство', 'подбор', 'кандидат', 'знать', 'представить', 'компания']"
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"['интересно', 'происходить', 'потребитель', 'ежедневно', 'больший', 'количество', 'повторяться', 'реклама', 'один', 'марка']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['близко', 'год', 'публикация', 'апокалипсис', 'основать', 'календарь', 'майя', 'регулярный', 'объявление', 'конец', 'свет']"
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['регулярно', 'писать', 'письмо', 'заботливо', 'справляться', 'состояние', 'здоровье', 'подробный', 'отчет', 'достоинство', 'джулиана', 'красота', 'успех', 'учеба']"
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['год', 'п.', 'л.', 'капица', 'вождь', 'сталин', 'г.', 'м.', 'маленков', 'берия', 'письмо', 'который', 'утверждаться', 'опыт', 'война', 'совершенно', 'изменить', 'представление', 'роль', 'значение', 'наука', 'приводиться', 'аргумент', 'польза', 'создание', 'особый', 'вуз', 'полноценный', 'раскрыться', 'специальный', 'метод', 'обучение', 'рассчитать', 'максимальный', 'развитие', 'творческий', 'инициатива', 'индивидуально', 'приспособить', 'особенность', 'каждый', 'учащийся', 'знак-кавычки', 'буквально']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['битва', 'сознание', 'потребитель', 'восприниматься', 'своеобразный', 'игра', 'компания', 'стремиться', 'заполучить', 'расположение', 'реклама', 'акция', 'ока', 'интерес', 'понаблюдать', 'попытка', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['долгий', 'неделя', 'крупный', 'событие', 'свидетельство', 'очевидец', 'сотня', 'прокручивать', 'один', 'кадры', 'шокировать', 'ранее', 'неизвестный', 'подробность']"
1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,"['реклама', 'персонально', 'знак-кавычки']"
0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,"['день', 'протяжение', 'который', 'страна', 'разоблачение', 'размах', 'выходить', 'рамка', 'трагический', 'событие', 'зима', 'год', 'нант', 'буквально']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['настойчивость', 'достойный', 'лучший', 'применение', 'сообщник', 'высокохудожественный', 'рецензия', 'знак-кавычки']"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"['целый', 'год', 'безрезультатно', 'высший', 'инстанция', 'рапорт', 'просьба', 'отправить', 'фронт', 'июнь', 'го', 'попросту', 'сбежать', 'война', 'опытный', 'истребитель', 'лагга', 'сделать', 'прощание', 'мертвый', 'петля', 'мост', 'волга', 'знак-кавычки', 'знак-кавычки']"
0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"['оглядываться', 'назад', 'думать', 'сменить', 'рекламный', 'агентство', 'начать', 'потребитель', 'большой', 'число', 'резон', 'следовать', 'покупать', 'сделать', 'поздно', 'подействовать']"
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['курс', 'пастись', 'рекрутинговый', 'компания', 'недавний', 'выпускник', 'заманчивый', 'предложение', 'знак-кавычки']"
1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,"['служба', 'нелепый', 'звонок', 'знак-кавычки', 'буквально']"
1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"['средство', 'массовый', 'информация', 'духовный', 'основа', 'общество']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['последний', 'год', 'сми', 'публика', 'сообщение', 'новый', 'эпидемия', 'грипп', 'десятилетие', 'назад', 'журналист', 'твердить', 'быстро', 'стать', 'штамп', 'фраза', 'чума', 'век', 'синдром', 'приобрести', 'иммунодефицит', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['слушатель', 'непрерывно', 'разглагольствование', 'набитый', 'тема', 'утратить', 'подлинный', 'значение', 'представлять', 'пустота', 'заполнять', 'случайно', 'прийти', 'голова', 'мысль']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['свидетель', 'участник', 'смысл', 'инициатор', 'событие', 'неудивительный', 'группа', 'люден', 'протяжение', 'последний', 'год', 'соответствующий', 'запрос', 'официальный', 'неофициальный', 'просьба', 'споспешествовать', 'напоминание', 'гражданский', 'долг', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['считать', 'стоить', 'конкретный', 'компания', 'скоро', 'положиться', 'естественный', 'ход', 'вещь', 'рынок']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['средство', 'массовый', 'информация', 'один', 'год', 'стать', 'конец', 'существование', 'планета', 'земля', 'значить', 'человечество', 'целое']"
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"['образовательный', 'медицинский', 'учреждение', 'привыкнуть', 'минфин', 'россия', 'письмо', 'связанный', 'возможность', 'применение', 'п', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['некоторый', 'житель', 'северо-восток', 'сша', 'принять', 'свет', 'нло', 'отмечать', 'телеканал', 'сообщение', 'странный', 'появиться', 'небо']"
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"['пустозерская', 'ссылка', 'отправить', 'артамон', 'новый', 'царь', 'оправдательный', 'письмо', 'часто', 'поминать', 'гаден', 'ссылаться', 'авторитет']"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['адвокат', 'продолжать', 'прокурор']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['вклиниться', 'обмен', 'данные', 'заводить', 'знакомство', 'впоследствии', 'начинать', 'новый', 'знакомый', 'порнографический', 'изображение', 'посылать', 'словесный', 'послание', 'гадкий', 'слово']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['епископ', 'гермоген', 'илиодор', 'сталь', 'государь', 'телеграмма', 'умолять', 'принимать', 'распутин']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['начало', 'монетизация', 'многократно', 'правительство', 'запрос', 'положение', 'труженик', 'тыл', 'знак-кавычки']"
0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,"['многократно', 'правительство', 'запрос', 'предложение', 'тема']"
0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,"['ход', 'доклад', 'докладчик', 'вопрос', 'стесняться', 'показать', 'непонимание']"
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"['приветствие', 'адрес', 'многотысячный', 'трудовой', 'коллектив', 'вологодский', 'чиновник', 'комбинат', 'угроза', 'запрет', 'стремиться', 'стать', 'сорвать', 'пуск', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['напрасно', 'вглядываться', 'честный', 'открытый', 'лицо', 'вопрос']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['большинство', 'женский', 'журнал', 'молодой', 'читательница', 'статья', 'сексуальность', 'техника', 'секс']"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"['зарегистрироваться', 'начинать', 'почтовый', 'ящик', 'остальной', 'интернетчик', 'предложение', 'посетить', 'данный', 'проект']"
1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"['федосов', 'продолжать', 'властный', 'партийный', 'орган', 'жалоба']"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['ложь', 'настолько', 'масса', 'медиа', 'агрессивный', 'защищаться', 'невозможно']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,"['итог', 'вышеперечисленный', 'процесс', 'начинать', 'страдать', 'орган', 'человек', 'стресс', 'знак-кавычки']"
0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,"['спецслужба', 'реагировать', 'требование', 'птичник', 'прекратить', 'секретный', 'данные']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['россиянин', 'ежедневно', 'информация', 'фальсифицировать', 'лекарственный', 'средство', 'телепередача', 'радиопрограмма', 'печатный', 'продукция', 'пестреть', 'сообщение', 'подделка', 'оговариваться', 'речь', 'идти', 'один', 'конкретный', 'серия', 'препарат']"
1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,"['последний', 'серия', 'настолько', 'необычный', 'соответствовать', 'представление', 'зритель', 'заканчиваться', 'аниме', 'сериал', 'просто', 'письмо', 'самый', 'разный', 'тональность', 'обычно', 'выражать', 'недоумение', 'повод', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['вербовщик', 'приводить', 'община', 'новоиспеченный', 'жертва', 'сектантство', 'любовь', 'говорить', 'методика', 'попрактиковаться', 'уберменш', 'стать', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['недобросовестный', 'реклама', 'потребитель', 'многий', 'биолог', 'интенсивно', 'трудиться', 'изучать', 'старение', 'попытка', 'найти', 'способ', 'замедлить', 'процесс', 'повысить', 'продолжительность', 'жизнь']"
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,"['мозг', 'юрий', 'воронцов', 'подписать', 'новый', 'редакция', 'знак-кавычки']"
0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,"['последний', 'время', 'отношение', 'реклама', 'становиться', 'пессимистичный', 'бюджет', 'компания', 'разрастаться', 'неимоверный', 'размер', 'привлекать', 'скромность', 'простота', 'открытка', 'фон', 'прекращать', 'спам', 'который', 'производитель', 'забрасывать', 'ящик', 'почтовый', 'электронный', 'орган', 'чувство', 'знак-кавычки', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['последний', 'год', 'мир', 'вендор', 'менеджер', 'безопасность', 'завлекать', 'утверждение', 'высокий', 'уровень', 'возврат', 'инвестиция', 'который', 'получить', 'выбрать', 'централизованный', 'система', 'видеонаблюдение', 'основать', 'сетевой', 'видеорегистратор', 'знак-кавычки']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['результат', 'завод', 'столкнуться', 'массовый', 'побег', 'молодой', 'рабочий', 'родитель', 'уверенный', 'правота', 'начать', 'обком', 'партия', 'жалоба', 'нечеловеческий', 'условие', 'работа']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['каждый', 'полка', 'широкий', 'разнообразие', 'товар', 'ощущение', 'чувство', 'бесконечный', 'набор', 'разноцветный', 'коробка', 'упаковка', 'трудно', 'остановить', 'выбор']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['беспрестанный', 'звонок', 'умолять', 'вешать', 'трубка', 'говорить', 'прерваться', 'связь', 'плакать']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['последний', 'полгода', 'практически', 'научить', 'оптимизатор', 'думать', 'равный', 'подавлять', 'большинство', 'пытаться', 'работать', 'старинка', 'массово', 'сайт', 'ссылка', 'т.е.']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['новый', 'труд', 'практика', 'биржевой', 'спекуляция', 'знаменитый', 'автор', 'лорел', 'кеннер', 'виктор', 'нидерхоффер', 'изучать', 'основа', 'существующий', 'миф', 'пропаганда', 'ложный', 'информация', 'который', 'каждый', 'день', 'инвестор', 'абсолютно', 'сми', 'знак-кавычки']"
